id,name,price,description,image_url,quantity,category
272,Product_70,1084.18,Description of product 70,http://example.com/image_70.jpg,,Electronics
484,Product_71,,Description of product 71,http://example.com/image_71.jpg,45.0,Books
130,Product_72,293.33,Description of product 72,http://example.com/image_72.jpg,4.0,Home
425,Product_73,1403.11,Description of product 73,http://example.com/image_73.jpg,71.0,Sports
230,Product_74,1852.33,Description of product 74,,67.0,Electronics
377,,1195.24,Description of product 75,http://example.com/image_75.jpg,58.0,
30,Product_76,789.24,Description of product 76,http://example.com/image_76.jpg,24.0,Sports
329,Product_77,1804.22,Description of product 77,,85.0,Home
285,Product_78,1422.79,Description of product 78,http://example.com/image_78.jpg,60.0,Books
165,Product_79,1304.73,Description of product 79,http://example.com/image_79.jpg,64.0,Sports
319,Product_80,769.56,Description of product 80,http://example.com/image_80.jpg,64.0,Clothing
153,,,Description of product 81,http://example.com/image_81.jpg,88.0,Home
330,Product_82,1425.64,,http://example.com/image_82.jpg,19.0,Sports
368,Product_83,1609.04,,,26.0,Clothing
258,Product_84,1425.13,Description of product 84,http://example.com/image_84.jpg,26.0,Sports
257,Product_85,746.52,Description of product 85,,72.0,Electronics
248,,1912.42,Description of product 86,http://example.com/image_86.jpg,25.0,Books
325,Product_87,1233.4,Description of product 87,http://example.com/image_87.jpg,6.0,
420,Product_88,1030.87,Description of product 88,http://example.com/image_88.jpg,28.0,Electronics
38,Product_89,576.51,Description of product 89,http://example.com/image_89.jpg,61.0,Books
323,Product_90,1296.28,Description of product 90,http://example.com/image_90.jpg,41.0,Sports
55,Product_91,738.34,Description of product 91,http://example.com/image_91.jpg,1.0,Electronics
9,Product_92,1935.14,Description of product 92,http://example.com/image_92.jpg,85.0,Home
324,Product_93,188.06,Description of product 93,http://example.com/image_93.jpg,88.0,Electronics
93,Product_94,384.97,Description of product 94,http://example.com/image_94.jpg,41.0,Home
368,Product_95,,Description of product 95,http://example.com/image_95.jpg,9.0,Sports
32,Product_96,1483.39,Description of product 96,http://example.com/image_96.jpg,86.0,
250,Product_97,928.13,Description of product 97,,94.0,Clothing
80,Product_98,1261.74,Description of product 98,http://example.com/image_98.jpg,71.0,Home
421,Product_99,828.11,,,86.0,Sports
156,Product_100,968.47,Description of product 100,,66.0,
470,,777.65,Description of product 101,http://example.com/image_101.jpg,19.0,Sports
258,Product_102,658.67,,,3.0,Electronics
474,Product_103,1334.95,Description of product 103,http://example.com/image_103.jpg,30.0,Sports
121,Product_104,460.4,Description of product 104,,32.0,Clothing
194,Product_105,1422.92,Description of product 105,http://example.com/image_105.jpg,18.0,Home
86,Product_106,1992.22,Description of product 106,http://example.com/image_106.jpg,34.0,Electronics
128,Product_107,1394.04,Description of product 107,http://example.com/image_107.jpg,88.0,Books
419,Product_108,174.99,Description of product 108,http://example.com/image_108.jpg,94.0,Books
246,Product_109,551.31,Description of product 109,http://example.com/image_109.jpg,97.0,Books
31,Product_110,1212.83,Description of product 110,http://example.com/image_110.jpg,4.0,Books
285,Product_111,1558.38,Description of product 111,http://example.com/image_111.jpg,17.0,
186,Product_112,572.2,Description of product 112,,40.0,Home
432,Product_113,1879.35,Description of product 113,http://example.com/image_113.jpg,8.0,Sports
351,Product_114,523.6,Description of product 114,http://example.com/image_114.jpg,15.0,Clothing
245,Product_115,427.24,Description of product 115,http://example.com/image_115.jpg,17.0,Electronics
488,Product_116,1199.48,Description of product 116,http://example.com/image_116.jpg,29.0,Books
175,Product_117,,Description of product 117,http://example.com/image_117.jpg,13.0,Electronics
365,Product_118,609.06,Description of product 118,,41.0,Home
141,,541.05,Description of product 119,,79.0,Sports
65,Product_120,,Description of product 120,http://example.com/image_120.jpg,63.0,Books
243,Product_121,,Description of product 121,,14.0,Books
411,Product_122,234.16,Description of product 122,http://example.com/image_122.jpg,71.0,Books
182,Product_123,1255.56,,,,
35,Product_124,1736.98,Description of product 124,http://example.com/image_124.jpg,27.0,Electronics
2,Product_125,1448.43,,,60.0,Sports
499,Product_126,,Description of product 126,http://example.com/image_126.jpg,58.0,Home
118,Product_127,1420.85,Description of product 127,http://example.com/image_127.jpg,60.0,Home
243,Product_128,1090.61,Description of product 128,http://example.com/image_128.jpg,36.0,Electronics
136,Product_129,917.82,,http://example.com/image_129.jpg,1.0,Home
327,Product_130,1845.34,,http://example.com/image_130.jpg,,Electronics
368,Product_131,326.56,Description of product 131,http://example.com/image_131.jpg,16.0,Home
55,Product_132,,Description of product 132,http://example.com/image_132.jpg,66.0,Electronics
326,Product_133,1781.28,Description of product 133,http://example.com/image_133.jpg,,Home
148,Product_134,492.25,Description of product 134,http://example.com/image_134.jpg,48.0,Electronics
180,Product_135,1572.58,Description of product 135,http://example.com/image_135.jpg,19.0,Books
394,Product_136,1406.99,Description of product 136,http://example.com/image_136.jpg,,
393,Product_137,1148.49,Description of product 137,http://example.com/image_137.jpg,,Clothing
82,Product_138,1409.61,Description of product 138,http://example.com/image_138.jpg,12.0,Clothing
478,Product_139,1716.4,Description of product 139,,31.0,Electronics
81,Product_140,,,,18.0,Books
16,Product_141,332.38,Description of product 141,http://example.com/image_141.jpg,92.0,Books
87,Product_142,,Description of product 142,http://example.com/image_142.jpg,24.0,
312,Product_143,,Description of product 143,http://example.com/image_143.jpg,17.0,Clothing
229,Product_144,584.2,Description of product 144,http://example.com/image_144.jpg,73.0,Clothing
310,Product_145,461.91,Description of product 145,http://example.com/image_145.jpg,20.0,Home
460,,915.78,Description of product 146,http://example.com/image_146.jpg,90.0,Books
36,Product_147,,Description of product 147,,1.0,Clothing
434,Product_148,,Description of product 148,http://example.com/image_148.jpg,87.0,Home
59,Product_149,281.66,Description of product 149,http://example.com/image_149.jpg,,Books
321,Product_150,1435.55,Description of product 150,http://example.com/image_150.jpg,7.0,Sports
360,Product_151,1829.51,Description of product 151,http://example.com/image_151.jpg,88.0,
405,,749.23,Description of product 152,http://example.com/image_152.jpg,68.0,Home
411,Product_153,1479.67,,,20.0,
110,Product_154,,Description of product 154,http://example.com/image_154.jpg,70.0,Electronics
52,Product_155,60.63,Description of product 155,http://example.com/image_155.jpg,97.0,Clothing
108,Product_156,602.95,Description of product 156,,20.0,Electronics
26,Product_157,,Description of product 157,http://example.com/image_157.jpg,52.0,Home
347,Product_158,1940.08,Description of product 158,http://example.com/image_158.jpg,83.0,Electronics
154,Product_159,,Description of product 159,http://example.com/image_159.jpg,52.0,Clothing
129,Product_160,1434.22,Description of product 160,http://example.com/image_160.jpg,57.0,Clothing
127,Product_161,599.36,Description of product 161,http://example.com/image_161.jpg,56.0,Sports
356,Product_162,352.27,Description of product 162,http://example.com/image_162.jpg,60.0,Electronics
437,Product_163,911.4,Description of product 163,http://example.com/image_163.jpg,37.0,Clothing
128,Product_164,959.41,Description of product 164,http://example.com/image_164.jpg,95.0,Books
55,Product_165,1609.55,Description of product 165,http://example.com/image_165.jpg,6.0,Sports
170,Product_166,1274.51,Description of product 166,,84.0,Clothing
261,Product_167,421.79,Description of product 167,http://example.com/image_167.jpg,,Home
347,Product_168,1884.91,Description of product 168,http://example.com/image_168.jpg,99.0,Electronics
24,Product_169,869.16,Description of product 169,http://example.com/image_169.jpg,90.0,Home
450,Product_170,1788.46,Description of product 170,http://example.com/image_170.jpg,26.0,Electronics
296,Product_171,783.24,Description of product 171,http://example.com/image_171.jpg,91.0,Electronics
473,Product_172,110.46,Description of product 172,,56.0,Home
494,Product_173,1883.66,Description of product 173,http://example.com/image_173.jpg,26.0,Home
444,Product_174,297.09,Description of product 174,http://example.com/image_174.jpg,28.0,Home
29,Product_175,849.66,Description of product 175,http://example.com/image_175.jpg,71.0,Home
140,,1425.65,Description of product 176,http://example.com/image_176.jpg,12.0,
190,,214.35,Description of product 177,,11.0,Books
146,Product_178,594.79,Description of product 178,http://example.com/image_178.jpg,,
333,Product_179,799.93,Description of product 179,http://example.com/image_179.jpg,90.0,Clothing
160,,308.71,Description of product 180,http://example.com/image_180.jpg,69.0,Clothing
306,Product_181,1788.48,Description of product 181,http://example.com/image_181.jpg,97.0,Clothing
466,Product_182,133.61,Description of product 182,http://example.com/image_182.jpg,97.0,Books
451,Product_183,1699.59,Description of product 183,http://example.com/image_183.jpg,65.0,Home
497,Product_184,1630.87,Description of product 184,http://example.com/image_184.jpg,95.0,Sports
331,Product_185,1543.39,Description of product 185,http://example.com/image_185.jpg,62.0,Electronics
24,Product_186,1399.18,Description of product 186,http://example.com/image_186.jpg,34.0,Clothing
111,Product_187,144.97,,http://example.com/image_187.jpg,20.0,
337,Product_188,1476.14,Description of product 188,http://example.com/image_188.jpg,9.0,Sports
15,Product_189,1278.9,Description of product 189,http://example.com/image_189.jpg,65.0,Home
343,Product_190,852.32,Description of product 190,,27.0,
31,Product_191,1429.4,Description of product 191,http://example.com/image_191.jpg,16.0,Home
96,Product_192,134.55,Description of product 192,http://example.com/image_192.jpg,99.0,Clothing
21,,391.27,Description of product 193,http://example.com/image_193.jpg,96.0,Books
269,Product_194,1952.58,Description of product 194,http://example.com/image_194.jpg,49.0,Books
147,Product_195,710.55,Description of product 195,http://example.com/image_195.jpg,45.0,Electronics
245,Product_196,1861.27,Description of product 196,,54.0,Clothing
88,Product_197,531.4,Description of product 197,http://example.com/image_197.jpg,1.0,Sports
177,Product_198,950.09,Description of product 198,,99.0,Books
281,Product_199,1913.1,Description of product 199,http://example.com/image_199.jpg,53.0,Electronics
181,Product_200,,Description of product 200,http://example.com/image_200.jpg,35.0,Electronics
337,Product_201,1114.63,Description of product 201,http://example.com/image_201.jpg,61.0,Electronics
423,Product_202,121.98,Description of product 202,http://example.com/image_202.jpg,22.0,Home
23,Product_203,713.3,Description of product 203,,54.0,Clothing
280,,1867.89,,,98.0,Electronics
356,Product_205,1345.56,Description of product 205,http://example.com/image_205.jpg,57.0,
370,Product_206,1896.17,Description of product 206,http://example.com/image_206.jpg,40.0,Books
372,Product_207,1631.6,Description of product 207,http://example.com/image_207.jpg,88.0,Electronics
402,,1021.83,Description of product 208,,38.0,Books
359,Product_209,397.43,Description of product 209,http://example.com/image_209.jpg,49.0,Books
465,Product_210,1690.23,,http://example.com/image_210.jpg,39.0,Electronics
121,Product_211,1177.55,Description of product 211,http://example.com/image_211.jpg,1.0,Home
324,,893.15,Description of product 212,http://example.com/image_212.jpg,9.0,Electronics
123,Product_213,794.67,,http://example.com/image_213.jpg,28.0,Home
26,Product_214,158.98,Description of product 214,http://example.com/image_214.jpg,8.0,Electronics
115,Product_215,1712.54,Description of product 215,,88.0,Home
468,Product_216,1158.94,Description of product 216,http://example.com/image_216.jpg,61.0,Electronics
247,Product_217,1521.38,Description of product 217,http://example.com/image_217.jpg,99.0,Sports
211,Product_218,1984.87,,http://example.com/image_218.jpg,,Clothing
10,Product_219,622.69,Description of product 219,http://example.com/image_219.jpg,50.0,
337,Product_220,,Description of product 220,http://example.com/image_220.jpg,41.0,Books
39,Product_221,1072.25,Description of product 221,http://example.com/image_221.jpg,14.0,Clothing
215,Product_222,272.08,Description of product 222,http://example.com/image_222.jpg,36.0,
106,Product_223,1931.76,Description of product 223,http://example.com/image_223.jpg,51.0,Electronics
250,Product_224,429.84,Description of product 224,http://example.com/image_224.jpg,,Books
376,Product_225,1313.55,Description of product 225,http://example.com/image_225.jpg,35.0,Books
91,Product_226,1374.16,Description of product 226,,11.0,Books
324,Product_227,991.14,Description of product 227,http://example.com/image_227.jpg,49.0,Electronics
500,Product_228,1604.09,Description of product 228,http://example.com/image_228.jpg,,Sports
285,Product_229,1663.38,Description of product 229,http://example.com/image_229.jpg,58.0,Clothing
416,Product_230,298.25,Description of product 230,http://example.com/image_230.jpg,,
276,Product_231,996.61,Description of product 231,,,
124,Product_232,1155.76,Description of product 232,http://example.com/image_232.jpg,4.0,Electronics
94,Product_233,1501.95,Description of product 233,http://example.com/image_233.jpg,4.0,Books
132,Product_234,1098.61,Description of product 234,http://example.com/image_234.jpg,81.0,Electronics
332,Product_235,428.34,Description of product 235,http://example.com/image_235.jpg,20.0,Books
62,Product_236,1826.54,Description of product 236,http://example.com/image_236.jpg,,Electronics
401,Product_237,1568.97,Description of product 237,http://example.com/image_237.jpg,47.0,Electronics
212,Product_238,1646.53,Description of product 238,http://example.com/image_238.jpg,15.0,Sports
158,,1956.55,Description of product 239,http://example.com/image_239.jpg,87.0,Clothing
194,Product_240,1264.04,Description of product 240,http://example.com/image_240.jpg,85.0,
101,Product_241,34.81,,http://example.com/image_241.jpg,1.0,Home
27,Product_242,1299.91,Description of product 242,http://example.com/image_242.jpg,88.0,Clothing
43,Product_243,,Description of product 243,http://example.com/image_243.jpg,25.0,Clothing
436,Product_244,1799.66,,http://example.com/image_244.jpg,77.0,Electronics
126,Product_245,246.44,,http://example.com/image_245.jpg,75.0,Sports
222,Product_246,,Description of product 246,http://example.com/image_246.jpg,68.0,Sports
111,Product_247,470.49,Description of product 247,http://example.com/image_247.jpg,94.0,Clothing
285,Product_248,1367.48,Description of product 248,http://example.com/image_248.jpg,32.0,Home
354,Product_249,602.14,Description of product 249,http://example.com/image_249.jpg,,Electronics
223,Product_250,172.75,Description of product 250,,48.0,Books
330,,1397.05,Description of product 251,http://example.com/image_251.jpg,52.0,Home
10,Product_252,255.53,Description of product 252,http://example.com/image_252.jpg,,Books
328,Product_253,787.64,Description of product 253,http://example.com/image_253.jpg,,Electronics
234,Product_254,1242.82,Description of product 254,http://example.com/image_254.jpg,90.0,Books
436,Product_255,1736.4,,http://example.com/image_255.jpg,59.0,Books
202,,1601.28,Description of product 256,http://example.com/image_256.jpg,,Electronics
398,Product_257,1667.67,Description of product 257,,,Books
256,,876.52,Description of product 258,http://example.com/image_258.jpg,70.0,Home
218,Product_259,872.11,Description of product 259,,,Sports
441,Product_260,245.57,Description of product 260,http://example.com/image_260.jpg,58.0,Electronics
275,Product_261,10.71,Description of product 261,http://example.com/image_261.jpg,29.0,Sports
175,Product_262,1687.57,Description of product 262,http://example.com/image_262.jpg,76.0,Clothing
70,,1817.88,Description of product 263,http://example.com/image_263.jpg,80.0,
60,Product_264,1997.7,Description of product 264,http://example.com/image_264.jpg,71.0,Sports
204,Product_265,,Description of product 265,,80.0,Clothing
241,Product_266,,Description of product 266,http://example.com/image_266.jpg,30.0,Clothing
193,Product_267,1979.67,Description of product 267,http://example.com/image_267.jpg,47.0,Home
309,Product_268,1485.59,Description of product 268,http://example.com/image_268.jpg,55.0,Home
63,Product_269,780.94,Description of product 269,http://example.com/image_269.jpg,10.0,Books
485,Product_270,766.81,,http://example.com/image_270.jpg,92.0,Sports
158,Product_271,1381.58,Description of product 271,http://example.com/image_271.jpg,27.0,Clothing
205,Product_272,,Description of product 272,http://example.com/image_272.jpg,29.0,Home
286,Product_273,,Description of product 273,http://example.com/image_273.jpg,,Clothing
233,Product_274,1365.36,Description of product 274,http://example.com/image_274.jpg,4.0,
342,Product_275,267.56,Description of product 275,http://example.com/image_275.jpg,100.0,Electronics
163,Product_276,1044.95,Description of product 276,http://example.com/image_276.jpg,,Clothing
415,Product_277,840.06,Description of product 277,http://example.com/image_277.jpg,40.0,Electronics
388,Product_278,1698.27,Description of product 278,http://example.com/image_278.jpg,89.0,Books
306,Product_279,,Description of product 279,http://example.com/image_279.jpg,38.0,Home
473,Product_280,43.5,Description of product 280,http://example.com/image_280.jpg,68.0,Books
460,Product_281,120.67,Description of product 281,http://example.com/image_281.jpg,75.0,Books
192,Product_282,1256.09,Description of product 282,http://example.com/image_282.jpg,23.0,Clothing
250,Product_283,444.55,Description of product 283,http://example.com/image_283.jpg,16.0,
446,Product_284,1855.53,Description of product 284,http://example.com/image_284.jpg,25.0,Electronics
370,Product_285,78.69,,http://example.com/image_285.jpg,94.0,
263,Product_286,954.18,Description of product 286,http://example.com/image_286.jpg,86.0,Sports
228,,1402.49,,,27.0,
269,,,Description of product 288,http://example.com/image_288.jpg,9.0,Sports
129,,1297.05,Description of product 289,http://example.com/image_289.jpg,11.0,
10,,951.56,Description of product 290,http://example.com/image_290.jpg,56.0,Clothing
124,Product_291,562.27,Description of product 291,http://example.com/image_291.jpg,97.0,Sports
41,Product_292,1021.74,Description of product 292,http://example.com/image_292.jpg,,Clothing
396,Product_293,1185.47,Description of product 293,http://example.com/image_293.jpg,38.0,Sports
472,Product_294,1872.42,Description of product 294,http://example.com/image_294.jpg,18.0,Books
250,Product_295,793.78,Description of product 295,http://example.com/image_295.jpg,5.0,Sports
251,Product_296,,Description of product 296,http://example.com/image_296.jpg,83.0,Sports
467,Product_297,594.74,Description of product 297,http://example.com/image_297.jpg,61.0,Books
195,Product_298,227.85,Description of product 298,http://example.com/image_298.jpg,72.0,
86,Product_299,1659.51,Description of product 299,http://example.com/image_299.jpg,15.0,Electronics
189,,64.02,Description of product 300,http://example.com/image_300.jpg,76.0,Sports
177,Product_301,384.04,Description of product 301,http://example.com/image_301.jpg,77.0,Books
246,Product_302,1307.45,Description of product 302,http://example.com/image_302.jpg,,Clothing
117,Product_303,101.02,Description of product 303,http://example.com/image_303.jpg,29.0,Sports
121,Product_304,1103.12,Description of product 304,http://example.com/image_304.jpg,88.0,Home
102,Product_305,,,http://example.com/image_305.jpg,97.0,Books
485,Product_306,417.7,Description of product 306,http://example.com/image_306.jpg,82.0,Home
49,Product_307,1872.55,Description of product 307,http://example.com/image_307.jpg,70.0,Electronics
56,Product_308,1720.14,Description of product 308,http://example.com/image_308.jpg,4.0,Books
200,,28.82,Description of product 309,http://example.com/image_309.jpg,80.0,Home
372,Product_310,780.24,Description of product 310,http://example.com/image_310.jpg,88.0,Books
203,Product_311,661.95,Description of product 311,http://example.com/image_311.jpg,61.0,Electronics
216,Product_312,1126.95,Description of product 312,http://example.com/image_312.jpg,70.0,Clothing
405,,145.07,Description of product 313,http://example.com/image_313.jpg,,Books
375,,,Description of product 314,http://example.com/image_314.jpg,13.0,Clothing
177,Product_315,1337.61,Description of product 315,http://example.com/image_315.jpg,54.0,Home
130,Product_316,601.35,,,70.0,Clothing
237,Product_317,574.61,Description of product 317,http://example.com/image_317.jpg,6.0,Books
25,,1527.29,Description of product 318,http://example.com/image_318.jpg,84.0,Electronics
383,Product_319,421.01,Description of product 319,http://example.com/image_319.jpg,18.0,Clothing
188,Product_320,431.15,,,45.0,Books
204,Product_321,325.5,Description of product 321,http://example.com/image_321.jpg,98.0,
222,Product_322,1770.27,Description of product 322,,20.0,Clothing
330,Product_323,639.15,Description of product 323,http://example.com/image_323.jpg,88.0,Books
9,Product_324,792.31,Description of product 324,http://example.com/image_324.jpg,48.0,
3,Product_325,,Description of product 325,http://example.com/image_325.jpg,32.0,
51,Product_326,558.43,,,18.0,
193,Product_327,741.08,Description of product 327,http://example.com/image_327.jpg,52.0,Sports
114,Product_328,1887.02,Description of product 328,http://example.com/image_328.jpg,39.0,Books
53,Product_329,1581.46,Description of product 329,http://example.com/image_329.jpg,18.0,Books
383,Product_330,885.65,Description of product 330,http://example.com/image_330.jpg,91.0,Books
323,Product_331,1521.5,Description of product 331,,94.0,Books
21,Product_332,983.27,Description of product 332,,49.0,Clothing
360,,1882.79,Description of product 333,http://example.com/image_333.jpg,91.0,Electronics
20,Product_334,,Description of product 334,,44.0,Clothing
121,,172.83,Description of product 335,http://example.com/image_335.jpg,4.0,Electronics
392,Product_336,1879.59,,http://example.com/image_336.jpg,,Books
129,Product_337,,Description of product 337,http://example.com/image_337.jpg,95.0,Sports
346,Product_338,431.24,Description of product 338,http://example.com/image_338.jpg,51.0,Sports
45,,1570.6,Description of product 339,http://example.com/image_339.jpg,60.0,Electronics
228,Product_340,1922.74,Description of product 340,http://example.com/image_340.jpg,49.0,Clothing
174,Product_341,,Description of product 341,http://example.com/image_341.jpg,,
209,Product_342,1474.17,Description of product 342,http://example.com/image_342.jpg,16.0,Electronics
345,Product_343,1443.29,Description of product 343,http://example.com/image_343.jpg,86.0,Books
29,Product_344,1464.84,Description of product 344,http://example.com/image_344.jpg,,Home
256,Product_345,386.97,Description of product 345,http://example.com/image_345.jpg,26.0,Home
174,Product_346,1267.14,,http://example.com/image_346.jpg,84.0,Electronics
487,Product_347,1923.44,Description of product 347,http://example.com/image_347.jpg,57.0,
181,Product_348,963.85,Description of product 348,http://example.com/image_348.jpg,90.0,Books
160,Product_349,148.66,Description of product 349,http://example.com/image_349.jpg,9.0,Clothing
309,Product_350,488.32,Description of product 350,http://example.com/image_350.jpg,42.0,Clothing
43,Product_351,1269.05,Description of product 351,http://example.com/image_351.jpg,23.0,Home
18,Product_352,629.46,Description of product 352,http://example.com/image_352.jpg,100.0,Clothing
64,,1477.13,Description of product 353,http://example.com/image_353.jpg,13.0,Books
277,Product_354,662.73,Description of product 354,http://example.com/image_354.jpg,81.0,Sports
86,Product_355,948.97,Description of product 355,http://example.com/image_355.jpg,62.0,Clothing
36,Product_356,1139.25,Description of product 356,,,Books
426,Product_357,1150.99,Description of product 357,http://example.com/image_357.jpg,,Electronics
58,,434.02,Description of product 358,http://example.com/image_358.jpg,91.0,Clothing
72,Product_359,411.59,Description of product 359,http://example.com/image_359.jpg,58.0,Clothing
195,,1538.21,Description of product 360,,49.0,Books
405,Product_361,354.32,Description of product 361,http://example.com/image_361.jpg,6.0,Electronics
362,,,Description of product 362,http://example.com/image_362.jpg,6.0,Clothing
109,Product_363,1590.33,Description of product 363,http://example.com/image_363.jpg,,Electronics
97,Product_364,1168.88,Description of product 364,http://example.com/image_364.jpg,29.0,Clothing
83,Product_365,,Description of product 365,,88.0,Electronics
70,Product_366,1266.75,Description of product 366,http://example.com/image_366.jpg,18.0,Sports
266,Product_367,1588.05,Description of product 367,http://example.com/image_367.jpg,14.0,Electronics
464,Product_368,,Description of product 368,http://example.com/image_368.jpg,59.0,Sports
495,Product_369,1937.42,Description of product 369,,,
190,Product_370,1492.2,Description of product 370,http://example.com/image_370.jpg,98.0,Clothing
189,Product_371,647.23,Description of product 371,http://example.com/image_371.jpg,60.0,
418,Product_372,,Description of product 372,http://example.com/image_372.jpg,30.0,Electronics
424,Product_373,1940.99,Description of product 373,http://example.com/image_373.jpg,87.0,Electronics
264,Product_374,428.51,Description of product 374,http://example.com/image_374.jpg,47.0,Sports
146,Product_375,805.72,,http://example.com/image_375.jpg,7.0,Home
495,Product_376,,Description of product 376,http://example.com/image_376.jpg,63.0,
416,Product_377,1636.36,Description of product 377,http://example.com/image_377.jpg,2.0,Home
422,Product_378,,Description of product 378,http://example.com/image_378.jpg,74.0,Clothing
361,,1785.31,Description of product 379,http://example.com/image_379.jpg,99.0,Home
442,Product_380,1254.6,Description of product 380,http://example.com/image_380.jpg,5.0,Electronics
291,Product_381,397.56,Description of product 381,http://example.com/image_381.jpg,15.0,Electronics
